Category,name,brand,primaryCategories,reviews.date,reviews.text,reviews.title,reviews.username
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-17T00:00:00.000Z,I read the online reviews and compared products. Same price here as on Amazon.,Purchased as a gift,houl
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-05-17T00:00:00.000Z,Works great!! Would recommend for anyone looking for a good product. Very kid friendly!,My son loves it,DMan
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-24T00:00:00.000Z,"The amazon kindle fire is a great reader on a budget. It has most of the basic functions of standard tablets(Ipad, galaxy tablets) at a fraction of the cost. It also has access to a huge amazon library of books.",Great Reader,jimr757
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-23T00:00:00.000Z,Nice tablet for media consumption for the price. For Amazon user for sure,Amazon Fire Hd8,Drej1785
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-04T00:00:00.000Z,"Reciever of this really likes and and says its a step up from the fire hd7, so I guess that is what counts.",Was a gift,BlindSeer
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-04-29T00:00:00.000Z,We have been using our Kindle Fire 7 for years and it wore out. We looked at replacing it with another Fire 7 until I saw the Fire 8. The display is great and the weight is not that big of a difference.,Great tablet for the size,DesktoptoLaptop
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-17T00:00:00.000Z,"Good tablet, satisfied. One point annoying...silk browser makes Yahoo email a list and have to tap HTML to read each one...Awkward.",Great tablet,Sunny
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-04-20T00:00:00.000Z,Bought for wife who is not into the techie word. She likes it - suggest buying a protective screen and padded case for it.,good basic tablet and excellent price,RecceGuy
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-23T00:00:00.000Z,Got this thing around Black Friday and only paid about 50 something bucks. Awesome equipment you can actually stream the web very glad I bought it can't believe it so inexpensive!,Great product.,Aleek
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-23T00:00:00.000Z,"This tablet is the best you can buy for the money. Great apps, great picture.","Simple Tablet, Great Features",Gdwillia
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-11T00:00:00.000Z,Excellent product.Relable.Maximum speed.Fast downloading,Good,Hillpark
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-16T00:00:00.000Z,Happy with the purcase. Gift for my mother in law.,Great tablet for the price.,Katie1117
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-06T00:00:00.000Z,Like this so much bought another one for my daughter.,Awesome tablet!!,2k4k
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-23T00:00:00.000Z,"my 7"" wore out,my 8"" is much better,allthough the covers are expensive and screen protectors are hard to find. the battery life is exceptional !","overall good product,bright color screen.",katie
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-16T00:00:00.000Z,Never thought a tablet at this price could be this good. Totally recommended!,Value for money!,Iceman
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-04T00:00:00.000Z,"I really enjoy reading. So much so I was running out of shelf space. I have read a few books with my I-pad mini but it really didn't do the trick. No so with my new Amazon Fire Hd-8. Handy sized, not the least bit heavy and super bright. Add in the face that digital material from magazines to novels are often as not far cheaper that ""hard copies"".",Great product does the job!,DLC320
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-24T00:00:00.000Z,"I'm new to tablets but this one is pretty easy to understand and use.There's a decent amounts of apps at start up, which can be good and bad.",Beginner to Tablets,Britta
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-18T00:00:00.000Z,The size and price makes this a best buy! I'm very pleased with my tablet,Great product,Jen24
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-23T00:00:00.000Z,"I love the Fire HD. Went back and bought the Fire 7"" for my wife that afternoon!",Great buy!,truckguru
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-13T00:00:00.000Z,Bought it as an e-reader. Convenient and easy to use. Text is very readable. I am pleased.,Great as an e-reader,RickN2244
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-26T00:00:00.000Z,"Purchased on Black FridayPros - Great Price (even off sale)Very powerful and fast with quad core processors Amazing soundWell builtCons -Amazon ads, Amazon need this to subsidize the tablet and will remove the adds if you pay them $15.Inability to access other apps except the ones from Amazon. There is a way which I was able to accomplish to add the Google Play storeNet this is a great tablet for the money",Powerful tablet,Mike
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-16T00:00:00.000Z,"I have a couple of iPads and decided to get this for general browsing, movie watching etc. Very pleased with the overall package. An added bonus is the very nice Amazon integration.",Very competent tablet for the price.,seenu
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-16T00:00:00.000Z,This was purchased as a gift for an avid reader and as a streaming media device. I looked at the bigger kindle but this one is the right compromise between size and portability for the planned uses.,Works well and was the perfect gift,ReviewerExtraordinaire
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-17T00:00:00.000Z,"I love my Kindle for reading manga and comics. The fact that the graphics are worse than my phone detracts a little from the expirence, but serves to remind me that I cheaped out and bought yesterday's model. This is not a real negative, it just appeares less crisp than my phone. The increased picture size more than makes up for it in my book.",Great tablet.,Chartholomew
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-04-22T00:00:00.000Z,"Husband loves the 8"" tablet. The screen is big enough to view what he is reading",Nice tablet,Kaitkins
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-19T00:00:00.000Z,My daughter loves this tablet! She plays multiple games and has taken video. Easy to use and the color is very vivid!,Great tablet for my 10 year old!,PJOS
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-10T00:00:00.000Z,Nicer than my old fire. Better screen area to view,Works great,Woodzy
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-24T00:00:00.000Z,"I love to read! Books,books, books and more books.",Great Kindle,Kstategirl
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-06-03T00:00:00.000Z,My daughter likes this tablet to play her online games!,Present for my daughter & she loves it!,Timothy
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-01T00:00:00.000Z,So far the tablet works great. I got this for my daughter for Christmas and she downloads games no problem. The 16gb is great I'm glad I purchased the larger storage capacity.,Good tablet,Sfisher
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-01T00:00:00.000Z,"I have had every version of the Kindle since the week it was introduced and jumped at the chance for a Kindle Fire. I replaced the first one I had in 2014 and it was everything I wanted except this past summer it started overheating and got nonresponsive in the midday heat. So...I got this one. First of all I miss Swype. WHY get rid of it? Secondly I cannot put two of my favorite apps (which work on my old one) to work on this but lastly and most importantly: every once in awhile the screen freezes with a bunch of code ""shimmering"" in the background and only turning it off and/or leaving it for awhile brings it back to life AND it turns itself off. It seems to happen when I close a program and move to a new one. Aggravating and not what I expect from a product with which I have been happy in the past.",Not ad happy with this one by far,Lisa
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-30T00:00:00.000Z,"We bought one of these for our 2 year old a few months ago and we liked it so much we bought one as a Christmas present for a 65 year old parent. It obviously isn't the highest quality tablet on the market, but it very responsive and gets the job done. And, you can't beat the price; just a great value.",Good Tablet,Jason
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-06T00:00:00.000Z,"I've had my Fire HD 8 2015 for about a year and have been very satisfied with it. My wife has been using an older Fire 7 (non-HD) and I thought it was time for an upgrade for her so I decided to buy her this new Fire HD 8 for Christmas. I also installed a sceen protector, a new case and a 64GB SD card before wrapping it.She was very surprised and pleased and she noticed the big difference in speed, sound and picture quality immediately. I'm very happy she likes it so much. Thanks Amazon for the great product and Best Buy for the great price.",Love my Fire HD 8 2015 and got this one for wife,tom62
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-31T00:00:00.000Z,This tablet is great. I loved the color and all the features it has. I will be buying more for my daughters. Great purchase,Great tablet,TAT4
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-20T00:00:00.000Z,Love the 8 inch HD tablet. Great colors on screen. Not cheaply built like some.,Excellent tablet! !,Ou812
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-06T00:00:00.000Z,"Not an iPad, but that's not what I wanted. High quality, does everything I need it to do.",Nice product,Jerry
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-30T00:00:00.000Z,My 10 year old has enjoyed playing on this. Great selection of apps and games.,Nice Tablet,LobosFam
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-13T00:00:00.000Z,Was a gift and they love the tablet! Its a great price and works awesome!,Great Price......,Maximus
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-16T00:00:00.000Z,Great all around tablet. Color and resolution is very nice. Best price for a nice product.,Love it,DC74
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-11-18T00:00:00.000Z,You can do some many things and the best part apps for free on Amazon underground!,Great Tablet,Gemini117
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-11-25T00:00:00.000Z,I bought this as a gift for my son and I know he will love it he has the old kindle fire as likes it a lot,Bought it for my son,Sadiee
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-28T00:00:00.000Z,We bought this to replace my children's aging Ipads and they're very happy.,Awesome,Freezing
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-05-05T00:00:00.000Z,I like the Amazon Platform that it is on as it ties into my Amazon account.,Good for kids,EZDUZIT
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-06T00:00:00.000Z,I purchased 2 of these tablets for my 6 and 8 year old. They were a Black Friday special for $59. They are perfect for the apps and games they wanted.,Great deal!,treehuggnmom
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-30T00:00:00.000Z,Great and informative service. The guy who helped us was very friendly.,Good Tv,Judy
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-05-04T00:00:00.000Z,This tablet has beautiful color graphics and is super thin. Easy to carry with you.,Lifelike screen,PurpleRoz
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-04-30T00:00:00.000Z,A perfect tablet at a reasonable cost. Why pay higher prices for bells and whistles you don't use. The back lit feature is great for reading in low light conditions.,Perfect Tablet,Jerry
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-04T00:00:00.000Z,This tablet was affordable and it's pretty decent.,Great tablet!,Jazz
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-17T00:00:00.000Z,I love the apps that are on here and everything else I think it's the perfect tablet for a beginner has all of the apps that you will need,Awesome camera and excellent service,Gregschaub05
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-18T00:00:00.000Z,"Love it, easy to operate. Very reasonable price - on sale.",Tablet,GeminiBrenda
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-21T00:00:00.000Z,It's alright to browse the Internet and watch videos.,It's alright,JMH28
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-23T00:00:00.000Z,I was given a fire when I was recuperating from spine surgery a few years ago. I used it for everything for quite some time. This one has a camera and plays all the latest files. I still have and use the old one as well. An excellent content delivery system. I got it with Best Buy customer appreciation money...what a deal!,"Upgraded from the original fire, glad I did!",GrayMark
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-03T00:00:00.000Z,"We love Kindle Fire, we purchase it for an older couple and it's easy to work.",Love kindle fire,AL2016
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-05-21T00:00:00.000Z,Replacement tablet for my wife - no complaints! She watches Netflix on it a lot.,Great tablet,Mark
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-05-10T00:00:00.000Z,Purchased for book reading but works well as a tablet. Wasn't thinking that it would be a full replacement for my old IPad but working well as one.,Great for books and as a tablet,Keith
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-30T00:00:00.000Z,I was hoping to use Google launcher with this tablet but it is really locked down and you cannot change the launcher or the lock screen. Still cheap and fine for watching movies.,A cheap tablet,blargh22
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-30T00:00:00.000Z,"love the ease of use with tablet, have not had any issues",nice tablet for everydayuse,candy
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-11-18T00:00:00.000Z,Very fast and super easy to use I'm very pleased with this purchase!!,Great tablet!,Tasharazzi
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-07T00:00:00.000Z,I am very happy with the kindle fire hd 8. it is very easy to use.,great for e reader and email,sheri
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-18T00:00:00.000Z,This is almost as good as my iPad mini. i love my apple iPad however this is a great backup.,Wonderful Tablet,Tynya74
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-27T00:00:00.000Z,Gift for daughter. She loves it. Just opened so as far as I know it will be a great purchase.,"Kindle 8""",Cathy
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-02T00:00:00.000Z,Great value from Best Buy. Bought at Christmas sale.,simple to use and reliable so far,jrcfh
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-07T00:00:00.000Z,One of the best inexpensive tablets on the market. Great for the casual user,Inexpensive,ucantcme69
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-30T00:00:00.000Z,This is such a wonderful value for the money!!Clear display with great color!!,Beautiful Tablet,ellisonh
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-05-17T00:00:00.000Z,I had bought this tablet for my sister who is wheel chair bound or she lays in her bed. She gets a lot of Joy from using the tablet.Its big screen helps her see things better.,Very good tablet,Hoot57
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-05T00:00:00.000Z,"Product worked as described. No issues with performance, and it was a simple setup! Perfect for web browsing and videos.",Awsome Tablet and great price,Topher
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-06T00:00:00.000Z,I got this for myself on black Friday. I have had 2 Kindles before but never the Fire. Love it!,Great buy!,dcal1959
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-07T00:00:00.000Z,"good for beginners play games ,take picture and recording videos old the time",fire,apple
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-25T00:00:00.000Z,Bought two of these for my kids for Christmas. Love the level of control it gives me to supervise and monitor usage.,Great bang for your buck,Stacymcj
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-15T00:00:00.000Z,I am extremely happy with my purchase. The kindle is very fast and the screen is clear.,Good,Brathead
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-30T00:00:00.000Z,The kindle fire hd is a sweet tablet for reading and apps like netflix or hulu.,Sweet tablet,KenC
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-30T00:00:00.000Z,Purchased due to reviews and in sale. So far easy to use.,Came mostly set up. Easy to use.,Lori
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-05-19T00:00:00.000Z,I purchased this to download books for school. Screen too small and OS was not to my liking,Not for me,wildflower
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-11-04T00:00:00.000Z,I purchased it for my dad (70)He needed something easy to use. He really enjoys it.,Great product for beginners,Gigi
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-23T00:00:00.000Z,Really affordable present for a kid.. Or just have around,Makes a great Christmas present,Cruz
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-06T00:00:00.000Z,Not many apps. The first one was already returned...no power issue after 1week..I hope the second one is fine...,Just decent tablet,Ericka
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-30T00:00:00.000Z,Bought this tablet for my mom who struggles with technology. The Fire HD8 was easy to setup and has many great features. She is catching on well and learning new applications daily. A great value.,Great tablet,Kindle4Mom
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-03T00:00:00.000Z,great tablet for a great price and size. Would highly recommend !,great tablet great price,Jonathan
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-11-25T00:00:00.000Z,"Very little set up, Amazon helpful in setting up the functions. Clear pictures and easy to use. Take pictures both ways",Works exactly as described,Fran
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-01T00:00:00.000Z,My 2nd Fire. Great picture quality. Easy to use. Would recommend for all ages.,Outstanding quality; great value,FDJBuyer
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-23T00:00:00.000Z,"Size, brightness, and convenience are good. The option to link with android products for messages is a little hard.","Great product, a little hard to set up for android",MichiganDude
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-22T00:00:00.000Z,"This tablet has it all. Amazon offers tons of free apps, hundreds of thousands of free e-books and tons of free games. The tablet is intuitive and intelligent. I seamlessly enjoy streaming my favorite shows and reading articles, books and periodicals. What I love most is that the tablet doesn't place all apps on the device, but uses the users miro SD card instead for up to 200GB of additional storage for a dizzying amount of storage for more games, apps, books and movies that can be downloaded and enjoyed. It also allows the owner to share the device with family members, delegating each member an account personalized and tailored to that individual. There is even an option to create children's accounts--extra bonus. I am able to mirror the content from the tablet onto my Samsung Smart television. I will definitely consider Amazon first and foremost when making any future tablet purchases. It maintains a charge for a good deal of time, alleviating the need to be near an outlet to enjoy using it. I can charge it in the evening and use it for several hours the next day, sometimes two days. No one will ever create a tablet that is more considerate of the owner/end-user.",Best Decision I Ever Made,LadyG0726
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-23T00:00:00.000Z,"My father upgraded from the original Kindle Fire to this model, and he's very happy with it. It doesn't compete with more mainstream tablets, but he likes the Kindle's system for downloading library books.",A good improvement over previous models,HappyNerd
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-03T00:00:00.000Z,I bought four of these for my kids and they love them,Great for kids,North0529
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-07T00:00:00.000Z,Great tablet but apps limited comparison of other tablets.,Disappointed no access to Apps without credit card,Goldduster
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-23T00:00:00.000Z,Good starter unit. Easy for a beginner to use. Priced low to give you a taste of the tablet world.,Ok for the price,gdallen58
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-11-05T00:00:00.000Z,"I use this primarily as a reader; however, it has a smaller number of unread books that are not in the familiar ""carousel"" as in other Kindle readers. As a tablet it is faster, brighter and more clear than other tablets that I have used for internet purposes. I would recommend this product to anyone who uses a tablet or a reader.",Good Reader with Internet benefits,Scangen
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-01T00:00:00.000Z,The Kindle is great! It's easy to set up and I've found all the books that I wanted.,I love my Kindle!,Pookie
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-16T00:00:00.000Z,Bought for my son as a birthday gift and as a way to not wear out his laptop. Works great especially for videos and general online use.,Great birthday gift,Steve
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-30T00:00:00.000Z,This is so much easier to travel with than the lap top.,Great for travel.,Bouncer
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-02-17T00:00:00.000Z,"It was okay, but most of my apps were stripped down versions on the HD-Fire. It was inexpeisve, but you get what you pay for. The O/S is pretyy premitive. The hardware does fell nice. I would say it is the perfect device for an older or younger person.",Ho-hum!,Glorybound
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-30T00:00:00.000Z,I love this tablet! It's the perfect size. I can do everything on it and it was affordable!,Great for watching movies,QuitaMomma
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-27T00:00:00.000Z,"It is great , I like it very much. I can find anything you want.",great responding,rezawimath
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-07T00:00:00.000Z,"It was well worth the Black Friday price! The screen is so clear, it is easy to handle especially for people with not so big hands, easy and fast when navigating.",Great buy!,Canadian
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-06-02T00:00:00.000Z,the salesgirl was very knowledgeable and helped me pick out the right tablet for my needs. It works well as promised.,great product very good price,MakenaBeach42
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-23T00:00:00.000Z,Works very well. Easy to carry around & connect to wifi.,Convenient to carry around,Selly
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-19T00:00:00.000Z,"Great resolution, easy to use. Amazon Prime gives you free movies, books, and games!",Awesome tablet.,AerieJoyce
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-03T00:00:00.000Z,The 8 is bigger and lighter weight than my old 7 and the battery life is longer. It also has more storage and a camera. Love it!,Upgrade from fire 7HD,Collegekid
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-30T00:00:00.000Z,I gave my husband this tablet for Christmas. He is very pleased with the product. He likes it much better than the last tablet that I purchased him 3 years ago. He highly recommends the product.,Excellent tablet for a gift,Sunnygirl20
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-03T00:00:00.000Z,"The tablet works fine. It is responsive with good resolution. It is too tied to Amazon. It requires too many hoops to get apps such as Zinio to work. Until Amazon loosens its grip, I recommend only at a very good price.",Works well but too tied to Amazon.,AZ23b
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-23T00:00:00.000Z,This was a gift for my wife and she loves it!! It is much better than the old one,"Love, love, love, it",Judd
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-11-05T00:00:00.000Z,"I like this tablet. It has everything you want. However the apps within it need to be updated more often. If this happened than it would be top above an iPad mini. For now, it gives me enough of what I need and in HD. For $89 it was a good deal.",Solid tablet with potential,MrMig
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-11-19T00:00:00.000Z,"My husband is a truck driver and being on the road away from home, he likes to have shows and movies to watch. This has so much space for him to download things to watch.",Lots of download space,natenkatesmom
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-03-10T00:00:00.000Z,Only problem is that it is impossible to read or do anything on the KindleFire with any light in the room at all; far worse than impossible in sunlight. There should be some sort of temporary screen or other add-on that can be used with the device when in sunny or bright locations.,"Excellent tablet for games, reading, email, photos",pointermom
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-24T00:00:00.000Z,My wife loves her Fire Hd8 she had one of the older models so i up graded her to this new model and she feel in love with it right away,My wife loves her Fire Hd8,rmills7
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-11-04T00:00:00.000Z,Light to carry and good picture quality. This was purchased for a hearing impaired person to download video in American Sign Language . This product was easy to maneuver for someone that was not use to a tablet.,Great for hearing impaired in downloading videos,Miller
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2016-12-30T00:00:00.000Z,Was looking for tablet to read books and this is perfect for that.,Exactly what we wanted.,Cubsin2016
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-23T00:00:00.000Z,Bought this table for my 4 and 9 year old for Christmas. They love them!,Great!,Agarcia
Tablet,"Fire HD 8 Tablet,  Wi-Fi, 16 GB-Magenta",Amazon,Electronics,2017-01-30T00:00:00.000Z,"The kindle was great but too small for my vision impaired mother, it was a gift,",Exchanged for the 10',Mandy
